Dnr,Agenda_2030
2019-03280,8
2019-03283,8
2019-03335,8
2019-03448,8
2019-03473,8
2019-03532,8
2019-03544,8
2019-03545,8
2019-03565,8
2019-03594,8
2019-03607,8
2019-03608,8
2019-03714,8
2019-03767,8
2019-03842,8
2019-04105,8
2019-04199,8
2019-04362,8
2019-04403,8
2019-04434,8
2019-04500,8
2019-04700,8
2019-04701,8
2019-04716,8
2019-04720,8
2019-04721,8
2019-04737,8
2019-04750,8
2019-04795,8
2019-04796,8
2019-04798,8
2019-04814,8
2019-04815,8
2019-04829,8
2019-04833,8
2019-04850,8
2019-04856,8
2019-04938,8
2019-05017,8
2019-05039,8
2019-05065,8
2019-05078,8
2019-05085,8
2019-05117,8
2019-05247,8
2019-05258,8
2019-05359,8
2019-05366,8
2019-05368,8
2019-05369,8
2019-05370,8
2019-05391,8
2019-05579,8
2019-05580,8
2019-05793,8
2019-05794,8
2019-05795,8
2019-05800,8
2019-05802,8
2019-05905,8
2018-04605,8
2018-04611,8
2018-04613,8
2018-04628,8
2018-04917,8
2018-04944,8
2018-04946,8
2018-04963,8
2018-05047,8
2018-05120,8
2018-05148,8
2018-05200,8
2018-05217,8
2018-05299,8
2018-05308,8
2019-00101,8
2019-00247,8
2019-00256,8
2019-00320,8
2019-00326,8
2019-00364,8
2019-00369,8
2019-00424,8
2019-00428,8
2019-00442,8
2019-00466,8
2019-00490,8
2019-00503,8
2019-00505,8
2019-00522,8
2019-00531,8
2019-00568,8
2019-00574,8
2019-00691,8
2019-00740,8
2019-00770,8
2019-00797,8
2019-00833,8
2019-00860,8
2019-01009,8
2019-01043,8
2019-01046,8
2019-01081,8
2019-01082,8
2019-01087,8
2019-01253,8
2019-01297,8
2019-01332,8
2019-01333,8
2019-01339,8
2019-01356,8
2019-01366,8
2019-01367,8
2019-01556,8
2019-01594,8
2019-01898,8
2019-01899,8
2019-01997,8
2019-01999,8
2019-02131,8
2019-02171,8
2019-02184,8
2019-02218,8
2019-02269,8
2019-02276,8
2019-02277,8
2019-02280,8
2019-02283,8
2019-02490,8
2019-02492,8
2019-02498,8
2019-02515,8
2019-02538,8
2019-02543,8
2019-02549,8
2019-02558,8
2019-02578,8
2019-02579,8
2019-02586,8
2019-02654,8
2019-02721,8
2019-02737,8
2019-02796,8
2019-02798,8
2019-02801,8
2019-02862,8
2019-02864,8
2019-02866,8
2019-02882,8
2019-02890,8
2019-02901,8
2019-03286,8
2019-03291,8
2019-03293,8
2019-03331,8
2019-03374,8
2019-03464,8
2019-03543,8
2019-03588,8
2019-03737,8
2019-03774,8
2019-03811,8
2019-03819,8
2019-03852,8
2019-03862,8
2019-03974,8
2019-03986,8
2019-03996,8
2019-04011,8
2019-04039,8
2019-04044,8
2019-04059,8
2019-04130,8
2019-04141,8
2019-04161,8
2019-04265,8
2019-04392,8
2019-04420,8
2019-04437,8
2019-04480,8
2019-04505,8
2019-04778,8
2019-04783,8
2019-04835,8
2019-04842,8
2019-04843,8
2019-04846,8
2019-04849,8
2019-04914,8
2019-04917,8
2019-04923,8
2019-04979,8
2019-05066,8
2019-05131,8
2019-05212,8
2019-05245,8
2019-05262,8
2019-05378,8
2019-05575,8
2019-05585,8
2019-05801,8
2019-05829,8
2019-00029,8
2019-00041,8
2019-04865,8
2019-04888,8
2019-05094,8
2019-05096,8
2019-05162,8
2019-05183,8
2019-05186,8
2019-05188,8
2019-05235,8
2019-05264,8
2019-05269,8
2019-05287,8
2019-05294,8
2019-05296,8
2019-05310,8
2019-05314,8
2019-05318,8
2019-05436,8
2019-05479,8
2019-05482,8
2019-05491,8
2019-05593,8
2019-05594,8
2019-05597,8
2019-05605,8
2019-05606,8
2019-05632,8
2019-05653,8
2019-05674,8
2019-05684,8
2019-05686,8
2019-05698,8
2019-05710,8
2019-05751,8
2019-05846,8
2019-05868,8
2019-05878,8
2019-05882,8
2019-05883,8
2019-05900,8
2019-05931,8
2019-05942,8
2019-05957,8
2020-00094,8
2020-00107,8
2020-00150,8
2020-00228,8
2020-00241,8
2020-00260,8
2020-00287,8
2020-00293,8
2020-00317,8
2020-00339,8
2020-00347,8
2020-00376,8
2020-00442,8
2020-00443,8
2020-00446,8
2020-00447,8
2020-00448,8
2020-00450,8
2020-00455,8
2020-00459,8
2020-00461,8
2020-00462,8
2020-00465,8
2020-00467,8
2020-00468,8
2020-00469,8
2020-00471,8
2020-00589,8
2020-00594,8
2020-00630,8
2020-00731,8
2020-00804,8
2020-00836,8
2020-00846,8
2020-00929,8
2020-00931,8
2020-00948,8
2020-00965,8
2020-00990,8
2020-01001,8
2020-01037,8
2020-01069,8
2020-01132,8
2020-01153,8
2020-01179,8
2020-01192,8
2020-01216,8
2020-01219,8
2020-01234,8
2020-01268,8
2020-01295,8
2020-01376,8
2020-01387,8
2020-01395,8
2020-01402,8
2020-01470,8
2020-01497,8
2020-01535,8
2020-01752,8
2020-01820,8
2020-01931,8
2020-01949,8
2020-02043,8
2020-02152,8
2020-02161,8
2020-02196,8
2020-02235,8
2020-02311,8
2020-02334,8
2020-02379,8
2020-02394,8
2020-02401,8
2020-02417,8
2020-02418,8
2020-02427,8
2020-02447,8
2020-02517,8
2020-02561,8
2020-02793,8
2020-02823,8
2020-02824,8
2020-02835,8
2020-02859,8
2020-02868,8
2020-02951,8
2020-03006,8
2020-03010,8
2020-03012,8
2020-03013,8
2020-03094,8
2020-03183,8
2020-03222,8
2020-03631,8
2020-03661,8
2020-03787,8
2020-03848,8
2020-03917,8
2020-03966,8
2020-04004,8
2020-04030,8
2020-04148,8
2020-04203,8
2020-04336,8
2020-04443,8
2020-04503,8
2019-05230,8
2019-05572,8
2020-00021,8
2020-00215,8
2020-00567,8
2020-02374,8
2020-03053,8
2016-02762,8
2016-04989,8
2016-05383,8
2016-05413,8
2017-02960,8
2017-03467,8
2017-03521,8
2017-04901,8
2016-05396,8
2016-05430,8
2017-00617,8
2017-01536,8
2017-02516,8
2017-03106,8
2017-03291,8
2017-03627,8
2017-03654,8
2017-03688,8
2017-03782,8
2017-03886,8
2017-04178,8
2017-04517,8
2017-04561,8
2017-04939,8
2017-05120,8
2017-05438,8
2018-00451,8
2018-00772,8
2018-00785,8
2018-00786,8
2018-01777,8
2018-02373,8
2018-02390,8
2018-02580,8
2018-02901,8
2018-02948,8
2018-02997,8
2018-04352,8
2018-04513,8
2018-04648,8
2018-04650,8
2018-05238,8
2017-05468,8
2017-05535,8
2017-05641,8
2018-00598,8
2018-00879,8
2018-01010,8
2018-01117,8
2018-01256,8
2018-01334,8
2018-01534,8
2018-01630,8
2018-01638,8
2018-01702,8
2018-01872,8
2018-01889,8
2018-01925,8
2018-02086,8
2018-02135,8
2018-02418,8
2018-02517,8
2018-02534,8
2018-02766,8
2018-03204,8
2018-03423,8
2018-04373,8
2018-04485,8
2018-04567,8
2018-04670,8
2018-04804,8
2018-04865,8
2018-05026,8
2019-02305,8
2019-02308,8
2019-02662,8
2019-02773,8
2019-02957,8
2019-02969,8
2019-03044,8
2019-03314,8
2019-04013,8
2019-04189,8
2019-04362,8
2019-04747,8
2019-05065,8
2019-05147,8
2019-05386,8
2019-05398,8
2018-04611,8
2018-05308,8
2019-00399,8
2019-00424,8
2019-00986,8
2019-01022,8
2019-01993,8
2019-02323,8
2019-02410,8
2019-02501,8
2019-02798,8
2019-02919,8
2019-03374,8
2019-03955,8
2019-03996,8
2019-04039,8
2019-04250,8
2019-04265,8
2019-04448,8
2019-04683,8
2019-04774,8
2019-05537,8
2019-05174,8
2019-05304,8
2019-05320,8
2019-05669,8
2019-05710,8
2019-05878,8
2020-00150,8
2020-00241,8
2020-00347,8
2020-00401,8
2020-00630,8
2020-01219,8
2020-01402,8
2020-01567,8
2020-01654,8
2020-01991,8
2020-02427,8
2020-02625,8
2020-02865,8
2020-02923,8
2020-02950,8
2020-02998,8
2020-03212,8
2019-05541,8
2020-00185,8
2016-03904,8
2017-03087,8
2017-04885,8
2018-00786,8
2018-01582,8
2018-02373,8
2018-02601,8
2018-02754,8
2018-03550,8
2018-04352,8
2018-04513,8
2018-04834,8
2018-04977,8
2017-05535,8
2018-00321,8
2018-01171,8
2018-01264,8
2018-01300,8
2018-01339,8
2018-01638,8
2018-01889,8
2018-02010,8
2018-02086,8
2018-02096,8
2018-02128,8
2018-02157,8
2018-02272,8
2018-02421,8
2018-03323,8
2018-04015,8
2018-04314,8
2018-04553,8
2018-04664,8
2018-04816,8
2018-04838,8
2018-05026,8
2018-05157,8
2019-00387,8
2019-00840,8
2019-00843,8
2019-00850,8
2019-02679,8
2019-02713,8
2019-02750,8
2019-03222,8
2019-03283,8
2019-04347,8
2019-04362,8
2019-04590,8
2019-04612,8
2019-04814,8
2018-05047,8
2019-00089,8
2019-00399,8
2019-00738,8
2019-01333,8
2019-01556,8
2019-01707,8
2019-01788,8
2019-02543,8
2019-02798,8
2019-02851,8
2019-03774,8
2019-03955,8
2019-04039,8
2019-04265,8
2019-04888,8
2019-05597,8
2019-05604,8
2020-00312,8
2020-00349,8
2020-00401,8
2020-00836,8
2020-01402,8
2020-01470,8
2020-01567,8
2020-01774,8
2020-02026,8
2020-02517,8
2020-02676,8
2020-02739,8
2020-02865,8
2020-03108,8
2020-03938,8
2020-00341,8
2020-00696,8
2020-01527,8
2020-01989,8
2018-02707,8
2018-02950,8
2018-05238,8
2018-00346,8
2018-01254,8
2018-03183,8
2018-04642,8
2018-04963,8
2018-05075,8
2019-00342,8
2019-00797,8
2019-02293,8
2019-03986,8
2019-04781,8
2019-05751,8
2020-00417,8
2020-01389,8
2020-02210,8
2018-04981,8
2018-02719,8
2018-04318,8
2018-04681,8
2019-00676,8
2019-00787,8
2019-02153,8
2019-02386,8
2019-02431,8
2019-03250,8
2019-03335,8
2019-03450,8
2019-04463,8
2019-04488,8
2019-00248,8
2019-00647,8
2019-00648,8
2019-00770,8
2019-01568,8
2019-02130,8
2019-02398,8
2019-02721,8
2019-02843,8
2019-02862,8
2019-02866,8
2019-02890,8
2019-03276,8
2019-03464,8
2019-04778,8
2019-04979,8
2019-05585,8
2019-04886,8
2019-04888,8
2019-05821,8
2019-05853,8
2019-05900,8
2020-00247,8
2020-00455,8
2020-00469,8
2020-00751,8
2020-00790,8
2020-00991,8
2020-01143,8
2020-01389,8
2020-01422,8
2020-01497,8
2020-01867,8
2020-01931,8
2020-01949,8
2020-04304,8
2020-00760,8
2016-04254,9
2016-04682,9
2016-05171,9
2016-05249,9
2016-04017,9
2016-04125,9
2016-04198,9
2016-04210,9
2016-04214,9
2016-04217,9
2016-04218,9
2016-04239,9
2016-04332,9
2016-04376,9
2016-04396,9
2016-04432,9
2016-04435,9
2016-04436,9
2016-04452,9
2016-04458,9
2016-04475,9
2016-04477,9
2016-04486,9
2016-04487,9
2016-04488,9
2016-04546,9
2016-04551,9
2016-04731,9
2016-04735,9
2016-04973,9
2016-04984,9
2016-04987,9
2016-04989,9
2016-04995,9
2016-05004,9
2016-05013,9
2016-05028,9
2016-05034,9
2016-05044,9
2016-05049,9
2016-05067,9
2016-05073,9
2016-05090,9
2016-05094,9
2016-05105,9
2016-05106,9
2016-05135,9
2016-05153,9
2016-05158,9
2016-05159,9
2016-05173,9
2016-05178,9
2016-05217,9
2016-05265,9
2016-05294,9
2016-05195,9
2016-05418,9
2017-02649,9
2017-02803,9
2017-02984,9
2017-02989,9
2017-02999,9
2017-03001,9
2017-03057,9
2017-03729,9
2017-04410,9
2017-04633,9
2017-04676,9
2017-04692,9
2017-04845,9
2017-04846,9
2017-04885,9
2017-04903,9
2017-05249,9
2016-05414,9
2016-05541,9
2017-00253,9
2017-00365,9
2017-00388,9
2017-00571,9
2017-00600,9
2017-00628,9
2017-00651,9
2017-00685,9
2017-00689,9
2017-00839,9
2017-00889,9
2017-00910,9
2017-01008,9
2017-01067,9
2017-01071,9
2017-01104,9
2017-01108,9
2017-01141,9
2017-01158,9
2017-01249,9
2017-01386,9
2017-01400,9
2017-01413,9
2017-01536,9
2017-01538,9
2017-01659,9
2017-01670,9
2017-01912,9
2017-01927,9
2017-02006,9
2017-02155,9
2017-02613,9
2017-02632,9
2017-02659,9
2017-02670,9
2017-02750,9
2017-02929,9
2017-02988,9
2017-02994,9
2017-03066,9
2017-03129,9
2017-03157,9
2017-03169,9
2017-03201,9
2017-03215,9
2017-03350,9
2017-03361,9
2017-03369,9
2017-03617,9
2017-03618,9
2017-03624,9
2017-03688,9
2017-03703,9
2017-03739,9
2017-03750,9
2017-03888,9
2017-03955,9
2017-03962,9
2017-03964,9
2017-03966,9
2017-04014,9
2017-04029,9
2017-04031,9
2017-04109,9
2017-04171,9
2017-04197,9
2017-04202,9
2017-04263,9
2017-04267,9
2017-04271,9
2017-04342,9
2017-04408,9
2017-04411,9
2017-04413,9
2017-04519,9
2017-04522,9
2017-04524,9
2017-04556,9
2017-04559,9
2017-04646,9
2017-04653,9
2017-04689,9
2017-04702,9
2017-04706,9
2017-04741,9
2017-04782,9
2017-04784,9
2017-04788,9
2017-04789,9
2017-04802,9
2017-04805,9
2017-04810,9
2017-04822,9
2017-04827,9
2017-04830,9
2017-04834,9
2017-04881,9
2017-04980,9
2017-05029,9
2017-05046,9
2017-05073,9
2017-05104,9
2017-05125,9
2017-05134,9
2017-05147,9
2017-05190,9
2017-05232,9
2017-05363,9
2017-05366,9
2017-05481,9
2017-05530,9
2017-05533,9
2017-05552,9
2018-00034,9
2018-00063,9
2018-00108,9
2018-00672,9
2018-00710,9
2018-00763,9
2018-00785,9
2018-00789,9
2018-00798,9
2018-00809,9
2018-00815,9
2018-01274,9
2018-01521,9
2018-01530,9
2018-01533,9
2018-01536,9
2018-01558,9
2018-01563,9
2018-01582,9
2018-01583,9
2018-01584,9
2018-01586,9
2018-01588,9
2018-01590,9
2018-01591,9
2018-01592,9
2018-01778,9
2018-01861,9
2018-01875,9
2018-02229,9
2018-02298,9
2018-02299,9
2018-02301,9
2018-02302,9
2018-02322,9
2018-02326,9
2018-02329,9
2018-02331,9
2018-02551,9
2018-02553,9
2018-02560,9
2018-02581,9
2018-02596,9
2018-02671,9
2018-02680,9
2018-02695,9
2018-02698,9
2018-02705,9
2018-02713,9
2018-02728,9
2018-02729,9
2018-02748,9
2018-02787,9
2018-02810,9
2018-02830,9
2018-02833,9
2018-02844,9
2018-02846,9
2018-02861,9
2018-02905,9
2018-02909,9
2018-02937,9
2018-02999,9
2018-03025,9
2018-03099,9
2018-03311,9
2018-03333,9
2018-03515,9
2018-03524,9
2018-03532,9
2018-03587,9
2018-03593,9
2018-03822,9
2018-03825,9
2018-03905,9
2018-03934,9
2018-03987,9
2018-04357,9
2018-04451,9
2018-04453,9
2018-04500,9
2018-04501,9
2018-04503,9
2018-04510,9
2018-04572,9
2018-04650,9
2018-04672,9
2018-04684,9
2018-04730,9
2018-04769,9
2018-04829,9
2018-04903,9
2018-04973,9
2018-04976,9
2018-04985,9
2018-05238,9
2017-05442,9
2017-05513,9
2017-05577,9
2017-05591,9
2017-05639,9
2018-00057,9
2018-00084,9
2018-00098,9
2018-00121,9
2018-00156,9
2018-00298,9
2018-00496,9
2018-00504,9
2018-00524,9
2018-00526,9
2018-00668,9
2018-00682,9
2018-00738,9
2018-00782,9
2018-00783,9
2018-00800,9
2018-00840,9
2018-00871,9
2018-00884,9
2018-00888,9
2018-00949,9
2018-01008,9
2018-01009,9
2018-01030,9
2018-01045,9
2018-01067,9
2018-01076,9
2018-01089,9
2018-01114,9
2018-01115,9
2018-01132,9
2018-01135,9
2018-01192,9
2018-01207,9
2018-01475,9
2018-01476,9
2018-01483,9
2018-01485,9
2018-01488,9
2018-01490,9
2018-01498,9
2018-01500,9
2018-01539,9
2018-01540,9
2018-01559,9
2018-01581,9
2018-01605,9
2018-01650,9
2018-01697,9
2018-01703,9
2018-01720,9
2018-01732,9
2018-01738,9
2018-01747,9
2018-01755,9
2018-01760,9
2018-01804,9
2018-01818,9
2018-01824,9
2018-01830,9
2018-01847,9
2018-01860,9
2018-01870,9
2018-01874,9
2018-01905,9
2018-01914,9
2018-02010,9
2018-02014,9
2018-02029,9
2018-02030,9
2018-02074,9
2018-02125,9
2018-02130,9
2018-02137,9
2018-02138,9
2018-02165,9
2018-02212,9
2018-02226,9
2018-02233,9
2018-02294,9
2018-02297,9
2018-02312,9
2018-02334,9
2018-02339,9
2018-02361,9
2018-02362,9
2018-02363,9
2018-02368,9
2018-02418,9
2018-02421,9
2018-02426,9
2018-02436,9
2018-02455,9
2018-02477,9
2018-02484,9
2018-02488,9
2018-02495,9
2018-02498,9
2018-02516,9
2018-02590,9
2018-02600,9
2018-02627,9
2018-02683,9
2018-02701,9
2018-02704,9
2018-02716,9
2018-02726,9
2018-02737,9
2018-02756,9
2018-02762,9
2018-02779,9
2018-02784,9
2018-02789,9
2018-02802,9
2018-02953,9
2018-02977,9
2018-02978,9
2018-02987,9
2018-02988,9
2018-03002,9
2018-03003,9
2018-03007,9
2018-03082,9
2018-03104,9
2018-03124,9
2018-03168,9
2018-03212,9
2018-03219,9
2018-03243,9
2018-03270,9
2018-03295,9
2018-03306,9
2018-03321,9
2018-03329,9
2018-03384,9
2018-03411,9
2018-03425,9
2018-03474,9
2018-03484,9
2018-03487,9
2018-03599,9
2018-03603,9
2018-03613,9
2018-03631,9
2018-03635,9
2018-03712,9
2018-03713,9
2018-03714,9
2018-03716,9
2018-03725,9
2018-03726,9
2018-03728,9
2018-03738,9
2018-03806,9
2018-03818,9
2018-03826,9
2018-03843,9
2018-03845,9
2018-03930,9
2018-03946,9
2018-03952,9
2018-03954,9
2018-03971,9
2018-03972,9
2018-03977,9
2018-03979,9
2018-03993,9
2018-04015,9
2018-04021,9
2018-04189,9
2018-04247,9
2018-04255,9
2018-04267,9
2018-04269,9
2018-04272,9
2018-04278,9
2018-04301,9
2018-04311,9
2018-04324,9
2018-04325,9
2018-04331,9
2018-04341,9
2018-04359,9
2018-04379,9
2018-04394,9
2018-04415,9
2018-04434,9
2018-04444,9
2018-04447,9
2018-04452,9
2018-04470,9
2018-04471,9
2018-04472,9
2018-04473,9
2018-04479,9
2018-04481,9
2018-04498,9
2018-04507,9
2018-04535,9
2018-04553,9
2018-04569,9
2018-04591,9
2018-04596,9
2018-04642,9
2018-04665,9
2018-04671,9
2018-04694,9
2018-04718,9
2018-04719,9
2018-04726,9
2018-04737,9
2018-04765,9
2018-04766,9
2018-04774,9
2018-04775,9
2018-04776,9
2018-04777,9
2018-04778,9
2018-04794,9
2018-04815,9
2018-04822,9
2018-04836,9
2018-04862,9
2018-04864,9
2018-04865,9
2018-04877,9
2018-04888,9
2018-04889,9
2018-04909,9
2018-04926,9
2018-04929,9
2018-04995,9
2018-05276,9
2018-02228,9
2018-02891,9
2018-04606,9
2018-04831,9
2018-05012,9
2018-05013,9
2018-05033,9
2018-05039,9
2018-05077,9
2018-05096,9
2018-05166,9
2018-05176,9
2018-05186,9
2018-05381,9
2019-00104,9
2019-00840,9
2019-00862,9
2019-01057,9
2019-01115,9
2019-01160,9
2019-01187,9
2019-01188,9
2019-01296,9
2019-01340,9
2019-01362,9
2019-01441,9
2019-01932,9
2019-02059,9
2019-02063,9
2019-02074,9
2019-02084,9
2019-02088,9
2019-02108,9
2019-02118,9
2019-02121,9
2019-02125,9
2019-02149,9
2019-02164,9
2019-02233,9
2019-02241,9
2019-02246,9
2019-02371,9
2019-02382,9
2019-02522,9
2019-02539,9
2019-02546,9
2019-02607,9
2019-02620,9
2019-02631,9
2019-02639,9
2019-02640,9
2019-02646,9
2019-02754,9
2019-02760,9
2019-02762,9
2019-02791,9
2019-02815,9
2019-02819,9
2019-02886,9
2019-02910,9
2019-02941,9
2019-02950,9
2019-02965,9
2019-02999,9
2019-03000,9
2019-03004,9
2019-03008,9
2019-03017,9
2019-03025,9
2019-03032,9
2019-03068,9
2019-03071,9
2019-03076,9
2019-03082,9
2019-03114,9
2019-03116,9
2019-03160,9
2019-03314,9
2019-03423,9
2019-03510,9
2019-03545,9
2019-03570,9
2019-03584,9
2019-03623,9
2019-03743,9
2019-04362,9
2019-04413,9
2019-04434,9
2019-04469,9
2019-04472,9
2019-04603,9
2019-04700,9
2019-04715,9
2019-04720,9
2019-04750,9
2019-04785,9
2019-04786,9
2019-04793,9
2019-04794,9
2019-04799,9
2019-04813,9
2019-04831,9
2019-04832,9
2019-04833,9
2019-04853,9
2019-04856,9
2019-04911,9
2019-04913,9
2019-04938,9
2019-04964,9
2019-04984,9
2019-04990,9
2019-05004,9
2019-05017,9
2019-05061,9
2019-05062,9
2019-05078,9
2019-05214,9
2019-05247,9
2019-05261,9
2019-05309,9
2019-05356,9
2019-05358,9
2019-05366,9
2019-05391,9
2019-05398,9
2019-05584,9
2019-05790,9
2019-05798,9
2019-05800,9
2019-05817,9
2019-05833,9
2019-05904,9
2018-05200,9
2018-05397,9
2018-05398,9
2019-00094,9
2019-00100,9
2019-00101,9
2019-00172,9
2019-00320,9
2019-00474,9
2019-00505,9
2019-00647,9
2019-00691,9
2019-00715,9
2019-00754,9
2019-00759,9
2019-00772,9
2019-00799,9
2019-00800,9
2019-00860,9
2019-00863,9
2019-01030,9
2019-01070,9
2019-01077,9
2019-01080,9
2019-01081,9
2019-01083,9
2019-01093,9
2019-01184,9
2019-01299,9
2019-01312,9
2019-01320,9
2019-01328,9
2019-01339,9
2019-01346,9
2019-01352,9
2019-01365,9
2019-01366,9
2019-01367,9
2019-01783,9
2019-01798,9
2019-01898,9
2019-01974,9
2019-01976,9
2019-01993,9
2019-02052,9
2019-02152,9
2019-02188,9
2019-02190,9
2019-02436,9
2019-02459,9
2019-02468,9
2019-02482,9
2019-02490,9
2019-02493,9
2019-02495,9
2019-02500,9
2019-02501,9
2019-02502,9
2019-02511,9
2019-02513,9
2019-02538,9
2019-02549,9
2019-02575,9
2019-02645,9
2019-02661,9
2019-02673,9
2019-02685,9
2019-02721,9
2019-02724,9
2019-02823,9
2019-02849,9
2019-02851,9
2019-02856,9
2019-02866,9
2019-02867,9
2019-02876,9
2019-02882,9
2019-02888,9
2019-02890,9
2019-02900,9
2019-02908,9
2019-03052,9
2019-03291,9
2019-03316,9
2019-03341,9
2019-03346,9
2019-03444,9
2019-03464,9
2019-03474,9
2019-03492,9
2019-03493,9
2019-03501,9
2019-03518,9
2019-03543,9
2019-03674,9
2019-03990,9
2019-04058,9
2019-04115,9
2019-04141,9
2019-04246,9
2019-04396,9
2019-04397,9
2019-04420,9
2019-04422,9
2019-04443,9
2019-04448,9
2019-04481,9
2019-04685,9
2019-04691,9
2019-04769,9
2019-04771,9
2019-04782,9
2019-04787,9
2019-04819,9
2019-04822,9
2019-04826,9
2019-04842,9
2019-04843,9
2019-04897,9
2019-04910,9
2019-04912,9
2019-05011,9
2019-05019,9
2019-05155,9
2019-05219,9
2019-05246,9
2019-05259,9
2019-05262,9
2019-05263,9
2019-05378,9
2019-05537,9
2019-05801,9
2019-05906,9
2019-05908,9
2019-05918,9
2019-00029,9
2019-03418,9
2019-04880,9
2019-04881,9
2019-05169,9
2019-05269,9
2019-05299,9
2019-05306,9
2019-05320,9
2019-05342,9
2019-05482,9
2019-05629,9
2019-05632,9
2019-05672,9
2019-05674,9
2019-05690,9
2019-05693,9
2019-05710,9
2019-05835,9
2019-05841,9
2019-05846,9
2019-05878,9
2019-05884,9
2019-05885,9
2019-05957,9
2020-00025,9
2020-00094,9
2020-00107,9
2020-00187,9
2020-00229,9
2020-00247,9
2020-00287,9
2020-00356,9
2020-00398,9
2020-00407,9
2020-00425,9
2020-00442,9
2020-00443,9
2020-00444,9
2020-00447,9
2020-00448,9
2020-00449,9
2020-00450,9
2020-00451,9
2020-00452,9
2020-00453,9
2020-00456,9
2020-00458,9
2020-00459,9
2020-00460,9
2020-00461,9
2020-00468,9
2020-00470,9
2020-00471,9
2020-00478,9
2020-00497,9
2020-00563,9
2020-00570,9
2020-00576,9
2020-00584,9
2020-00594,9
2020-00669,9
2020-00729,9
2020-00782,9
2020-00797,9
2020-00805,9
2020-00808,9
2020-00828,9
2020-00832,9
2020-00845,9
2020-00879,9
2020-00929,9
2020-00935,9
2020-00940,9
2020-00999,9
2020-01000,9
2020-01008,9
2020-01132,9
2020-01212,9
2020-01268,9
2020-01302,9
2020-01343,9
2020-01373,9
2020-01376,9
2020-01461,9
2020-01470,9
2020-01480,9
2020-01488,9
2020-01497,9
2020-01530,9
2020-01578,9
2020-01595,9
2020-01599,9
2020-01633,9
2020-01908,9
2020-01949,9
2020-02152,9
2020-02161,9
2020-02334,9
2020-02379,9
2020-02398,9
2020-02399,9
2020-02418,9
2020-02427,9
2020-02432,9
2020-02439,9
2020-02441,9
2020-02442,9
2020-02444,9
2020-02445,9
2020-02448,9
2020-02485,9
2020-02486,9
2020-02509,9
2020-02522,9
2020-02523,9
2020-02561,9
2020-02795,9
2020-02819,9
2020-02837,9
2020-02863,9
2020-02875,9
2020-02915,9
2020-02919,9
2020-02923,9
2020-02966,9
2020-02997,9
2020-03038,9
2020-03184,9
2020-03348,9
2020-03601,9
2020-03632,9
2020-03660,9
2020-03672,9
2020-03731,9
2020-03778,9
2020-03784,9
2020-03786,9
2020-03799,9
2020-03806,9
2020-03851,9
2020-03852,9
2020-03853,9
2020-03917,9
2020-03960,9
2020-04021,9
2020-04026,9
2020-04054,9
2020-04148,9
2020-04203,9
2020-04233,9
2020-04234,9
2020-04238,9
2020-04332,9
2020-04336,9
2020-04432,9
2020-04503,9
2019-05182,9
2019-05541,9
2019-05555,9
2020-00045,9
2020-00172,9
2020-00208,9
2020-00211,9
2020-00335,9
2020-00341,9
2020-00354,9
2020-00437,9
2020-00566,9
2020-00567,9
2020-00689,9
2020-01084,9
2020-01436,9
2020-01725,9
2020-01964,9
2020-01989,9
2020-03031,9
2020-03032,9
2020-03053,9
2016-01639,9
2016-02893,9
2016-01616,9
2016-01617,9
2016-01652,9
2016-01656,9
2016-04475,9
2016-04480,9
2016-04823,9
2016-04867,9
2016-04942,9
2016-04955,9
2016-04999,9
2016-05097,9
2016-05108,9
2016-05120,9
2016-05248,9
2016-05278,9
2016-05279,9
2016-05309,9
2016-05385,9
2016-05195,9
2017-00250,9
2017-00979,9
2017-01926,9
2017-02130,9
2017-02170,9
2017-02435,9
2017-02437,9
2017-02447,9
2017-02461,9
2017-02562,9
2017-02666,9
2017-02705,9
2017-02708,9
2017-02741,9
2017-02803,9
2017-02984,9
2017-02999,9
2017-03001,9
2017-03029,9
2017-03046,9
2017-03057,9
2017-03063,9
2017-03070,9
2017-03074,9
2017-03265,9
2017-03299,9
2017-03390,9
2017-03407,9
2017-03492,9
2017-03512,9
2017-03521,9
2017-03525,9
2017-03538,9
2017-03729,9
2017-04676,9
2017-04692,9
2017-04771,9
2017-04773,9
2017-04775,9
2017-04776,9
2017-04821,9
2017-04841,9
2017-04842,9
2017-04846,9
2017-04860,9
2017-04868,9
2017-04870,9
2017-04871,9
2017-04873,9
2017-04874,9
2017-04888,9
2017-04890,9
2017-04893,9
2017-04894,9
2017-04895,9
2017-04896,9
2017-04903,9
2017-05107,9
2017-05382,9
2016-05417,9
2016-05541,9
2017-00029,9
2017-00032,9
2017-00090,9
2017-00235,9
2017-00253,9
2017-00312,9
2017-00563,9
2017-00583,9
2017-00595,9
